toco,fhr,baseline,acc,dec
20.0,156.5,156.91603895609828,0,0
20.0,151.75,156.89682720839988,0,0
20.0,158.5,156.8776154607015,0,0
20.0,158.5,156.85840371300307,0,0
20.0,153.5,156.83919196530468,0,0
20.0,155.5,156.8199802176063,0,0
20.0,155.5,156.8007684699079,0,0
20.0,156.25,156.7815567222095,0,0
20.0,156.0,156.7623449745111,0,0
20.5,156.0,156.74313322681272,0,0
20.0,156.25,156.72392147911432,0,0
29.5,156.25,156.70470973141593,0,0
19.5,156.25,156.68549798371754,0,0
22.0,155.75,156.66628623601915,0,0
21.5,155.75,156.64707448832075,0,0
22.0,156.5,156.62786274062233,0,0
22.5,156.5,156.60865099292394,0,0
23.0,156.5,156.58943924522555,0,0
23.0,156.0,156.57022749752716,0,0
23.0,156.25,156.55101574982876,0,0
22.5,156.25,156.53180400213037,0,0
22.0,156.75,156.51259225443198,0,0
21.5,155.5,156.4933805067336,0,0
21.5,155.5,156.4741687590352,0,0
21.5,156.25,156.4549570113368,0,0
21.5,157.25,156.4357452636384,0,0
21.5,157.25,156.41653351594002,0,0
21.5,157.0,156.39732176824162,0,0
21.5,157.25,156.3781100205432,0,0
21.5,157.25,156.36225655718133,0,0
21.5,157.5,156.35364439441997,0,0
21.5,157.75,156.34503223165862,0,0
21.5,157.75,156.33642006889727,0,0
21.5,157.25,156.32780790613592,0,0
21.5,157.25,156.31919574337456,0,0
21.5,157.25,156.31058358061324,0,0
21.5,158.0,156.3019714178519,0,0
21.0,158.0,156.29335925509054,0,0
21.0,158.0,156.28474709232918,0,0
21.0,158.25,156.27613492956783,0,0
21.0,158.25,156.26752276680648,0,0
21.0,158.25,156.25891060404513,0,0
21.0,158.5,156.25029844128377,0,0
21.0,158.5,156.24168627852242,0,0
21.0,159.0,156.2330741157611,0,0
21.0,158.75,156.22446195299975,0,0
21.0,158.75,156.2158497902384,0,0
21.0,157.75,156.20723762747704,0,0
21.0,158.0,156.1986254647157,0,0
21.0,158.0,156.19001330195434,0,0
21.5,159.0,156.18140113919299,0,0
21.0,159.0,156.17278897643163,0,0
21.0,159.0,156.16417681367028,0,0
21.0,161.5,156.15556465090896,0,0
21.0,159.25,156.1469524881476,0,0
21.0,159.25,156.13834032538625,0,0
21.0,159.25,156.1297281626249,0,0
21.0,159.5,156.12111599986355,0,0
21.0,159.5,156.1125038371022,0,0
21.0,159.25,156.10389167434084,0,0
21.0,158.75,156.0952795115795,0,0
21.0,158.75,156.08666734881814,0,0
21.0,158.0,156.07805518605682,0,0
21.0,158.25,156.06944302329546,0,0
21.0,158.25,156.0608308605341,0,0
21.0,157.75,156.05221869777276,0,0
21.0,157.75,156.0436065350114,0,0
21.0,157.75,156.03499437225005,0,0
21.0,157.75,156.0263822094887,0,0
21.0,157.5,156.01777004672735,0,0
21.0,157.5,156.009157883966,0,0
21.0,157.75,156.00054572120465,0,0
21.0,157.25,155.99193355844332,0,0
21.0,157.25,155.98332139568197,0,0
21.0,156.75,155.97470923292062,0,0
21.0,157.5,155.96609707015926,0,0
21.0,157.5,155.9574849073979,0,0
21.0,157.5,155.94887274463656,0,0
21.0,158.25,155.9402605818752,0,0
21.0,158.25,155.93164841911386,0,0
21.0,158.75,155.9230362563525,0,0
21.0,158.75,155.91442409359118,0,0
21.0,158.75,155.90581193082983,0,0
21.0,159.0,155.89719976806848,0,0
21.0,160.0,155.88858760530712,0,0
21.0,160.0,155.87997544254577,0,0
21.0,160.0,155.87136327978442,0,0
21.0,160.75,155.86275111702307,0,0
21.0,160.75,155.8541389542617,0,0
21.0,161.0,155.84552679150036,0,0
21.0,161.0,155.83691462873904,0,0
21.0,161.0,155.82830246597769,0,0
21.0,160.5,155.81969030321633,0,0
21.0,161.75,155.81107814045498,0,0
21.0,161.75,155.80246597769363,0,0
21.0,162.75,155.79385381493228,0,0
21.0,162.25,155.78524165217092,0,0
21.0,162.25,155.77662948940957,0,0
21.0,164.5,155.76801732664822,0,0
21.0,164.0,155.7594051638869,0,0
21.0,164.25,155.75079300112554,0,0
21.0,164.25,155.7421808383642,0,0
21.0,165.5,155.73356867560284,0,0
21.0,164.5,155.7249565128415,0,0
21.0,164.5,155.71634435008013,0,0
21.0,163.75,155.70773218731878,0,0
21.0,164.5,155.69912002455743,0,0
21.0,164.5,155.69050786179608,0,0
21.0,165.0,155.68189569903473,0,0
21.0,166.25,155.6732835362734,0,0
21.0,166.25,155.66467137351205,0,0
21.0,165.0,155.6560592107507,0,0
21.0,164.25,155.64744704798935,0,0
21.0,164.25,155.638834885228,0,0
21.0,163.75,155.63022272246664,0,0
21.0,162.0,155.6216105597053,0,0
21.0,162.0,155.61299839694394,0,0
21.0,162.0,155.60438623418258,0,0
21.0,160.5,155.59577407142126,0,0
21.0,160.5,155.5871619086599,0,0
21.0,160.75,155.57854974589856,0,0
21.0,160.25,155.5699375831372,0,0
21.0,160.25,155.56132542037585,0,0
21.0,159.25,155.5527132576145,0,0
21.0,159.5,155.54410109485315,0,0
21.0,159.5,155.5354889320918,0,0
21.0,158.75,155.52687676933044,0,0
21.0,160.25,155.51826460656912,0,0
21.0,160.25,155.50965244380777,0,0
21.0,160.25,155.50104028104641,0,0
21.0,159.25,155.49242811828506,0,0
21.0,159.25,155.4838159555237,0,0
21.5,159.25,155.47520379276236,0,0
20.5,159.0,155.466591630001,0,0
23.0,159.0,155.45797946723965,0,0
21.5,159.25,155.4493673044783,0,0
22.0,159.5,155.44075514171698,0,0
21.5,159.5,155.43214297895562,0,0
46.5,159.5,155.42353081619427,0,0
22.0,159.25,155.41491865343292,0,0
23.5,159.25,155.40630649067157,0,0
23.0,158.5,155.39769432791022,0,0
24.5,157.25,155.38908216514886,0,0
25.5,157.25,155.3804700023875,0,0
29.0,156.25,155.37185783962616,0,0
62.5,155.5,155.3632456768648,0,0
110.5,155.5,155.35463351410348,0,0
85.5,156.5,155.34602135134213,0,0
95.5,156.5,155.33740918858078,0,0
33.5,156.5,155.32879702581943,0,0
47.0,157.25,155.32018486305807,0,0
49.0,158.25,155.31157270029672,0,0
53.5,158.25,155.30296053753537,0,0
54.5,158.25,155.29434837477402,0,0
54.5,158.5,155.28573621201267,0,0
51.5,158.5,155.27712404925134,0,0
55.5,159.0,155.26851188649,0,0
48.0,159.25,155.25989972372864,0,0
42.5,159.25,155.25128756096728,0,0
56.5,160.25,155.24267539820593,0,0
61.5,162.75,155.23406323544458,0,0
44.0,162.75,155.22545107268323,0,0
32.0,160.25,155.21683890992188,0,0
52.0,159.5,155.20822674716052,0,0
36.0,159.5,155.1996145843992,0,0
55.0,160.0,155.19100242163785,0,0
73.0,159.5,155.1823902588765,0,0
69.5,159.5,155.17377809611514,0,0
99.0,160.0,155.1651659333538,0,0
96.0,160.0,155.15655377059244,0,0
96.5,160.0,155.1479416078311,0,0
78.0,160.25,155.13932944506973,0,0
105.5,160.25,155.13071728230838,0,0
106.0,160.25,155.12210511954703,0,0
115.0,160.25,155.1134929567857,0,0
120.5,160.25,155.10488079402435,0,0
124.5,160.25,155.096268631263,0,0
127.0,159.5,155.08765646850165,0,0
127.0,158.25,155.0790443057403,0,0
127.0,158.25,155.07043214297894,0,0
127.0,157.75,155.0618199802176,0,0
127.0,157.75,155.05320781745624,0,0
127.0,157.25,155.0445956546949,0,0
127.0,157.25,155.03598349193356,0,0
127.0,157.25,155.03461918892185,0,0
127.0,157.75,155.0531193904092,0,0
127.0,157.75,155.07161959189654,0,0
127.0,157.75,155.09011979338388,0,0
127.0,157.75,155.10861999487122,0,0
127.0,157.5,155.12712019635856,0,0
127.0,157.5,155.1456203978459,0,0
127.0,157.75,155.16412059933324,0,0
127.0,157.75,155.1826208008206,0,0
127.0,157.75,155.20112100230793,0,0
127.0,158.25,155.21962120379527,0,0
127.0,158.25,155.2381214052826,0,0
127.0,158.25,155.25662160676995,0,0
127.0,158.5,155.2751218082573,0,0
20.0,158.75,155.29362200974464,0,0
20.0,158.75,155.312122211232,0,0
15.5,158.75,155.33062241271932,0,0
15.5,159.0,155.3491226142067,0,0
17.5,159.0,155.36762281569403,0,0
16.5,159.25,155.38612301718138,0,0
17.0,159.0,155.40462321866872,0,0
15.5,159.0,155.42312342015606,0,0
15.5,159.25,155.4416236216434,0,0
13.0,160.5,155.46012382313074,0,0
14.0,160.5,155.47862402461809,0,0
13.5,160.25,155.49712422610543,0,0
14.0,160.25,155.51562442759277,0,0
13.5,160.25,155.5341246290801,0,0
14.5,160.0,155.55262483056745,0,0
13.0,160.0,155.5711250320548,0,0
14.0,160.0,155.58962523354214,0,0
14.5,160.25,155.60812543502948,0,0
14.5,159.25,155.62662563651682,0,0
14.0,159.25,155.64512583800416,0,0
13.0,158.75,155.6636260394915,0,0
11.5,158.0,155.68212624097885,0,0
11.5,158.0,155.7006264424662,0,0
12.0,157.25,155.71912664395353,0,0
13.0,156.5,155.73762684544087,0,0
12.5,156.5,155.7561270469282,0,0
12.5,157.0,155.77462724841556,0,0
12.0,157.0,155.7931274499029,0,0
12.0,157.0,155.81162765139024,0,0
11.5,156.25,155.83012785287758,0,0
10.5,156.25,155.84862805436495,0,0
11.0,155.75,155.8671282558523,0,0
12.5,155.5,155.88562845733964,0,0
12.5,155.5,155.90412865882698,0,0
12.5,155.75,155.92262886031432,0,0
13.0,156.0,155.94112906180166,0,0
12.5,156.0,155.959629263289,0,0
13.0,155.75,155.97812946477634,0,0
13.0,155.5,155.9966296662637,0,0
13.0,155.5,156.01512986775103,0,0
10.5,155.5,156.03363006923837,0,0
10.0,155.5,156.0521302707257,0,0
11.0,155.5,156.07063047221305,0,0
11.5,155.75,156.0891306737004,0,0
11.5,155.5,156.10763087518774,0,0
10.5,155.5,156.12613107667508,0,0
10.5,155.75,156.14463127816242,0,0
10.5,155.75,156.16313147964976,0,0
10.5,155.5,156.1816316811371,0,0
11.0,155.5,156.20013188262445,0,0
11.0,155.5,156.2186320841118,0,0
8.5,155.5,156.23713228559913,0,0
8.0,155.5,156.25563248708647,0,0
9.0,155.5,156.27413268857381,0,0
8.5,155.5,156.29263289006116,0,0
8.0,155.5,156.3111330915485,0,0
8.5,155.5,156.32963329303584,0,0
8.5,155.5,156.34813349452318,0,0
9.0,155.5,156.36663369601052,0,0
9.0,155.5,156.3851338974979,0,0
7.5,155.25,156.40363409898524,0,0
7.0,155.0,156.42213430047258,0,0
7.0,155.0,156.44063450195992,0,0
7.5,154.75,156.45913470344726,0,0
7.0,155.0,156.4776349049346,0,0
8.0,155.0,156.49613510642195,0,0
9.0,155.25,156.5146353079093,0,0
10.0,155.25,156.53313550939663,0,0
10.5,155.25,156.55163571088397,0,0
11.0,155.25,156.5701359123713,0,0
10.5,155.25,156.58863611385866,0,0
14.5,155.25,156.607136315346,0,0
19.0,155.5,156.62563651683334,0,0
18.5,155.5,156.64413671832068,0,0
17.5,155.75,156.66263691980802,0,0
16.0,155.75,156.68113712129536,0,0
11.5,155.75,156.6996373227827,0,0
11.5,155.75,156.71813752427005,0,0
12.5,156.0,156.7366377257574,0,0
13.0,156.0,156.75513792724473,0,0
13.0,156.25,156.77363812873207,0,0
14.0,156.0,156.79213833021942,0,0
13.0,156.0,156.81063853170676,0,0
12.0,155.75,156.8291387331941,0,0
12.0,155.75,156.84763893468144,0,0
11.5,155.5,156.86613913616878,0,0
11.0,155.5,156.88463933765613,0,0
8.0,155.5,156.90313953914347,0,0
8.5,155.5,156.92163974063084,0,0
10.0,155.25,156.94013994211818,0,0
10.0,155.25,156.95864014360552,0,0
11.0,155.25,156.97714034509286,0,0
11.5,155.25,156.9956405465802,0,0
11.5,155.25,157.01414074806755,0,0
12.0,155.25,157.0326409495549,0,0
12.5,155.5,157.05114115104223,0,0
13.0,155.5,157.06964135252957,0,0
14.5,155.75,157.08814155401691,0,0
12.5,155.75,157.10664175550426,0,0
11.0,155.75,157.1251419569916,0,0
11.5,155.75,157.14364215847894,0,0
14.0,156.0,157.16214235996628,0,0
14.0,156.0,157.18064256145362,0,0
15.5,157.0,157.19914276294097,0,0
12.0,157.0,157.2176429644283,0,0
11.5,156.25,157.23614316591565,0,0
12.0,156.0,157.254643367403,0,0
13.0,156.0,157.27314356889033,0,0
14.0,156.75,157.29164377037768,0,0
16.0,157.0,157.31014397186502,0,0
16.5,157.0,157.32864417335236,0,0
17.0,156.75,157.3471443748397,0,0
17.5,156.25,157.36564457632704,0,0
