toco,fhr,baseline,acc,dec
0.0,153.0,150.67150557701754,0,0
0.0,153.25,150.6948158308916,0,0
0.0,157.5,150.71812608476563,0,0
0.0,157.5,150.7414363386397,0,0
0.5,157.5,150.76474659251375,0,0
0.0,155.25,150.7880568463878,0,0
0.5,155.25,150.81136710026186,0,0
2.0,153.75,150.8346773541359,0,0
2.5,153.75,150.85798760800995,0,0
3.5,153.75,150.881297861884,0,0
3.0,153.75,150.90460811575807,0,0
4.0,154.0,150.9279183696321,0,0
4.5,154.0,150.95122862350615,0,0
5.0,147.0,150.9745388773802,0,0
5.5,147.0,150.99784913125427,0,0
5.5,150.25,151.02115938512833,0,0
5.5,152.0,151.04446963900236,0,0
5.0,152.0,151.06777989287642,0,0
5.0,154.0,151.09109014675047,0,0
5.5,156.5,151.11440040062453,0,0
7.0,156.5,151.1377106544986,0,0
7.0,155.5,151.16102090837262,0,0
6.5,158.5,151.18433116224668,0,0
5.5,158.5,151.20764141612074,0,0
5.5,157.75,151.2309516699948,0,0
5.5,158.25,151.25426192386885,0,0
5.0,158.25,151.27757217774288,0,0
7.0,153.25,151.30088243161694,0,0
7.0,153.25,151.324192685491,0,0
7.0,151.0,151.34750293936506,0,0
8.0,150.75,151.37081319323912,0,0
8.5,150.75,151.39412344711315,0,0
8.0,154.5,151.4174337009872,0,0
7.0,146.75,151.44074395486126,0,0
6.5,146.75,151.46405420873532,0,0
6.0,145.0,151.48736446260935,0,0
6.0,145.0,151.5106747164834,0,0
6.0,145.75,151.53398497035747,0,0
6.0,148.25,151.55729522423152,0,0
7.0,148.25,151.58060547810558,0,0
7.5,146.5,151.6039157319796,0,0
8.5,149.5,151.62722598585367,0,0
8.5,149.5,151.65053623972773,0,0
7.0,153.75,151.6738464936018,0,0
6.5,153.75,151.69715674747584,0,0
6.0,153.5,151.72046700134987,0,0
6.0,153.75,151.74377725522393,0,0
6.5,153.75,151.767087509098,0,0
7.5,154.0,151.79039776297205,0,0
8.5,153.25,151.8137080168461,0,0
9.5,153.25,151.83701827072014,0,0
9.0,156.0,151.8603285245942,0,0
7.5,157.0,151.88363877846825,0,0
7.0,157.0,151.9069490323423,0,0
6.5,154.5,151.93025928621634,0,0
6.5,155.0,151.9535695400904,0,0
6.5,155.0,151.97687979396446,0,0
7.0,156.75,152.00019004783852,0,0
7.0,156.75,152.02350030171257,0,0
7.0,155.75,152.0468105555866,0,0
5.5,154.5,152.07012080946066,0,0
4.5,154.5,152.09343106333472,0,0
4.0,150.5,152.11674131720878,0,0
4.5,148.5,152.14005157108284,0,0
4.5,148.5,152.16336182495687,0,0
5.0,150.75,152.18667207883092,0,0
5.5,151.0,152.20998233270498,0,0
5.0,151.0,152.23329258657904,0,0
4.0,151.75,152.2566028404531,0,0
3.5,151.75,152.27991309432713,0,0
3.0,155.25,152.3032233482012,0,0
3.0,157.75,152.32653360207524,0,0
2.5,157.75,152.3498438559493,0,0
3.0,158.5,152.37315410982336,0,0
4.5,159.5,152.3964643636974,0,0
4.5,159.5,152.41977461757145,0,0
4.0,159.25,152.4430848714455,0,0
4.0,159.25,152.46639512531956,0,0
3.5,159.25,152.4897053791936,0,0
2.0,157.0,152.51301563306765,0,0
1.0,158.75,152.5363258869417,0,0
1.0,158.75,152.55963614081577,0,0
1.0,159.0,152.58294639468983,0,0
1.0,160.25,152.60625664856386,0,0
1.0,160.25,152.62956690243792,0,0
1.0,160.5,152.65287715631197,0,0
0.5,160.75,152.67618741018603,0,0
0.0,160.75,152.6994976640601,0,0
0.5,159.25,152.72280791793412,0,0
1.0,160.5,152.74611817180818,0,0
2.5,160.5,152.76942842568224,0,0
2.5,159.5,152.7927386795563,0,0
3.0,157.75,152.81604893343035,0,0
2.5,157.75,152.83935918730438,0,0
2.5,158.5,152.86266944117844,0,0
3.0,158.0,152.8859796950525,0,0
3.5,158.0,152.90928994892656,0,0
3.5,158.5,152.9326002028006,0,0
3.5,156.75,152.95591045667464,0,0
4.0,156.75,152.9792207105487,0,0
4.5,158.5,153.00253096442276,0,0
5.5,159.0,153.02584121829682,0,0
5.5,159.0,153.04915147217085,0,0
5.0,153.25,153.0724617260449,0,0
4.5,153.25,153.09577197991896,0,0
4.0,153.25,153.11908223379302,0,0
4.0,156.0,153.14239248766708,0,0
4.0,157.0,153.1657027415411,0,0
3.5,157.0,153.18901299541517,0,0
3.5,154.0,153.21232324928923,0,0
3.0,154.0,153.23563350316329,0,0
3.5,146.5,153.25894375703734,0,0
4.0,147.0,153.28225401091137,0,0
4.0,147.0,153.30556426478543,0,0
4.0,151.75,153.3288745186595,0,0
3.5,152.75,153.35218477253355,0,0
2.5,152.75,153.37549502640758,0,0
2.5,153.0,153.39880528028164,0,0
2.5,153.0,153.4221155341557,0,0
2.0,155.25,153.44542578802975,0,0
2.5,156.75,153.4687360419038,0,0
2.5,156.75,153.49204629577784,0,0
3.0,157.75,153.5153565496519,0,0
3.5,156.0,153.53866680352596,0,0
3.0,156.0,153.56197705740001,0,0
2.5,157.5,153.58528731127407,0,0
2.5,155.25,153.6085975651481,0,0
2.0,155.25,153.63190781902216,0,0
2.0,154.25,153.65521807289622,0,0
2.0,154.25,153.67852832677028,0,0
2.5,154.25,153.70183858064433,0,0
3.0,154.5,153.72514883451836,0,0
4.0,155.0,153.74845908839242,0,0
4.0,155.0,153.77176934226648,0,0
3.0,155.5,153.79507959614054,0,0
2.5,159.25,153.8183898500146,0,0
2.5,159.25,153.84170010388863,0,0
2.5,157.0,153.86501035776269,0,0
2.5,157.0,153.88832061163674,0,0
2.5,156.25,153.9116308655108,0,0
4.0,155.75,153.93494111938483,0,0
4.0,155.75,153.9582513732589,0,0
3.5,154.75,153.98156162713295,0,0
3.0,158.5,154.004871881007,0,0
3.5,158.5,154.02818213488106,0,0
3.5,158.0,154.0514923887551,0,0
4.0,160.0,154.07480264262915,0,0
4.5,160.0,154.0981128965032,0,0
5.0,159.0,154.12142315037727,0,0
4.0,161.25,154.14473340425133,0,0
4.0,161.25,154.16804365812536,0,0
3.5,162.5,154.1913539119994,0,0
3.0,161.25,154.21466416587347,0,0
3.0,161.25,154.23797441974753,0,0
3.0,162.0,154.2612846736216,0,0
4.0,161.25,154.28459492749562,0,0
4.5,161.25,154.30790518136968,0,0
4.5,161.0,154.33121543524373,0,0
4.0,156.75,154.3545256891178,0,0
4.0,156.75,154.37783594299182,0,0
4.0,157.5,154.40114619686588,0,0
4.0,160.25,154.42445645073994,0,0
3.5,160.25,154.447766704614,0,0
3.5,161.75,154.47107695848806,0,0
3.0,161.0,154.49438721236208,0,0
2.5,161.0,154.51769746623614,0,0
2.5,159.75,154.5410077201102,0,0
3.0,159.5,154.56431797398426,0,0
4.0,159.5,154.58762822785832,0,0
4.0,160.0,154.61093848173235,0,0
4.0,160.5,154.6342487356064,0,0
3.5,160.5,154.65755898948046,0,0
3.0,159.0,154.68086924335452,0,0
2.5,159.5,154.70417949722858,0,0
2.5,159.5,154.7274897511026,0,0
2.5,159.75,154.75080000497667,0,0
2.5,161.75,154.77411025885073,0,0
2.5,161.75,154.79742051272478,0,0
2.5,160.5,154.82073076659884,0,0
3.0,154.5,154.84404102047287,0,0
4.0,154.5,154.86735127434693,0,0
4.0,152.0,154.890661528221,0,0
3.5,156.75,154.91397178209505,0,0
3.0,156.75,154.93728203596908,0,0
3.5,157.5,154.96059228984313,0,0
3.5,158.25,154.9839025437172,0,0
3.5,158.25,155.00721279759125,0,0
4.0,156.25,155.0305230514653,0,0
4.5,158.0,155.05383330533934,0,0
5.0,158.0,155.0771435592134,0,0
5.5,160.75,155.10045381308746,0,0
5.0,160.5,155.1237640669615,0,0
5.5,160.5,155.14707432083557,0,0
5.5,161.0,155.1703845747096,0,0
5.5,159.5,155.19369482858366,0,0
5.0,159.5,155.21700508245772,0,0
5.5,159.5,155.24031533633178,0,0
4.5,156.25,155.26362559020583,0,0
4.5,156.25,155.28693584407986,0,0
4.5,157.0,155.31024609795392,0,0
4.5,158.75,155.33355635182798,0,0
5.0,158.75,155.35686660570204,0,0
5.5,159.25,155.38017685957607,0,0
5.0,156.5,155.40348711345013,0,0
4.0,156.5,155.42679736732418,0,0
4.0,152.0,155.45010762119824,0,0
4.0,152.0,155.4734178750723,0,0
4.0,154.25,155.49672812894633,0,0
4.0,154.25,155.5200383828204,0,0
4.5,154.25,155.54334863669445,0,0
5.5,153.75,155.5666588905685,0,0
5.5,155.5,155.58996914444256,0,0
5.5,155.5,155.6132793983166,0,0
5.0,157.75,155.63658965219065,0,0
5.0,159.0,155.6598999060647,0,0
4.5,159.0,155.68321015993877,0,0
5.0,157.25,155.70652041381283,0,0
5.5,159.25,155.72983066768685,0,0
5.0,159.25,155.7531409215609,0,0
4.5,160.0,155.77645117543497,0,0
5.0,161.25,155.79976142930903,0,0
4.0,161.25,155.82307168318306,0,0
4.0,160.0,155.84638193705712,0,0
4.5,158.5,155.86969219093118,0,0
5.0,158.5,155.89300244480523,0,0
5.5,159.0,155.9163126986793,0,0
5.5,159.25,155.93962295255332,0,0
5.0,159.25,155.96293320642738,0,0
4.0,157.5,155.98624346030144,0,0
4.0,159.5,156.0095537141755,0,0
4.0,159.5,156.03286396804955,0,0
4.0,158.25,156.05617422192358,0,0
4.5,157.25,156.07948447579764,0,0
4.0,157.25,156.1027947296717,0,0
4.0,158.5,156.12610498354576,0,0
5.0,160.0,156.14941523741982,0,0
5.5,160.0,156.17272549129385,0,0
5.5,157.25,156.1960357451679,0,0
5.0,157.25,156.21934599904196,0,0
4.5,157.25,156.24265625291602,0,0
4.0,158.5,156.26596650679008,0,0
4.0,155.25,156.2892767606641,0,0
4.0,155.25,156.31258701453817,0,0
4.0,158.25,156.33589726841223,0,0
4.0,159.5,156.35920752228628,0,0
4.5,159.5,156.3825177761603,0,0
4.0,158.75,156.40582803003437,0,0
3.0,158.25,156.42913828390843,0,0
2.5,158.25,156.4524485377825,0,0
0.5,161.25,156.47575879165655,0,0
5.5,161.0,156.49906904553058,0,0
6.0,161.0,156.52237929940463,0,0
0.0,157.75,156.5456895532787,0,0
8.0,161.75,156.56899980715275,0,0
4.0,161.75,156.5923100610268,0,0
0.0,161.25,156.61562031490084,0,0
0.0,158.75,156.6389305687749,0,0
1.0,158.75,156.66224082264895,0,0
0.0,161.25,156.685551076523,0,0
21.5,160.75,156.70886133039707,0,0
26.5,160.75,156.7321715842711,0,0
30.5,162.75,156.75548183814516,0,0
25.5,163.0,156.77879209201922,0,0
21.0,163.0,156.80210234589327,0,0
24.5,164.0,156.82541259976733,0,0
30.5,162.25,156.84872285364136,0,0
44.0,162.25,156.87203310751542,0,0
45.5,162.5,156.89534336138948,0,0
49.0,161.0,156.91865361526354,0,0
38.0,161.0,156.94196386913757,0,0
32.0,161.0,156.96527412301162,0,0
33.5,162.5,156.98858437688568,0,0
35.0,162.5,157.01189463075974,0,0
37.0,161.25,157.0352048846338,0,0
38.5,161.25,157.05851513850783,0,0
37.5,161.25,157.0818253923819,0,0
36.5,159.25,157.10513564625595,0,0
37.0,154.75,157.12844590013,0,0
39.0,154.75,157.15175615400406,0,0
39.5,157.75,157.1750664078781,0,0
40.0,160.25,157.19837666175215,0,0
39.5,160.25,157.2216869156262,0,0
39.5,158.75,157.24499716950027,0,0
38.5,158.5,157.26830742337432,0,0
40.5,158.5,157.29161767724835,0,0
41.0,157.0,157.3149279311224,0,0
40.0,156.75,157.33823818499647,0,0
39.5,156.75,157.36154843887053,0,0
39.5,158.0,157.38485869274456,0,0
39.5,158.25,157.40816894661862,0,0
38.0,158.25,157.43147920049267,0,0
36.5,156.5,157.45478945436673,0,0
37.0,156.5,157.4780997082408,0,0
38.0,155.25,157.50140996211482,0,0
40.0,155.5,157.52472021598888,0,0
20.0,155.5,157.54803046986294,0,0
20.0,152.5,157.571340723737,0,0
20.0,154.0,157.59465097761105,0,0
19.0,154.0,157.61796123148508,0,0
18.5,154.0,157.64127148535914,0,0
17.5,152.5,157.6645817392332,0,0
16.5,152.5,157.68789199310726,0,0
16.0,155.0,157.71120224698132,0,0
15.0,157.0,157.73451250085535,0,0
15.0,157.0,157.7578227547294,0,0
15.5,159.25,157.78113300860346,0,0
16.0,160.0,157.80444326247752,0,0
16.5,160.0,157.82775351635155,0,0
15.0,162.0,157.8510637702256,0,0
14.5,163.5,157.87437402409967,0,0
14.0,163.5,157.89768427797372,0,0
14.5,163.5,157.92099453184778,0,0
14.0,163.25,157.9443047857218,0,0
13.5,163.25,157.96761503959587,0,0
13.5,163.75,157.99092529346993,0,0
11.5,165.75,158.014235547344,0,0
13.0,165.75,158.03754580121804,0,0
13.5,164.0,158.06085605509207,0,0
12.0,163.5,158.08416630896613,0,0
11.5,163.5,158.1074765628402,0,0
10.0,163.25,158.13078681671425,0,0
11.5,165.0,158.1540970705883,0,0
12.0,165.0,158.17740732446234,0,0
14.0,165.0,158.2007175783364,0,0
14.5,164.75,158.22402783221045,0,0
14.5,163.25,158.2473380860845,0,0
14.0,163.25,158.27064833995854,0,0
14.0,163.0,158.2939585938326,0,0
14.0,164.25,158.31726884770666,0,0
14.0,164.25,158.34057910158072,0,0
14.5,163.5,158.36388935545477,0,0
14.5,163.0,158.3871996093288,0,0
14.5,163.0,158.41050986320286,0,0
13.5,163.25,158.43382011707692,0,0
13.0,162.0,158.45713037095098,0,0
11.5,162.0,158.48044062482504,0,0
11.0,163.5,158.50375087869907,0,0
10.0,160.5,158.52706113257312,0,0
9.5,160.5,158.55037138644718,0,0
8.5,161.75,158.57368164032124,0,0
8.5,163.5,158.5969918941953,0,0
8.5,163.5,158.62030214806933,0,0
8.5,163.75,158.6436124019434,0,0
8.0,162.0,158.66692265581744,0,0
7.0,162.0,158.6902329096915,0,0
7.0,162.25,158.71354316356553,0,0
6.5,162.25,158.7368534174396,0,0
6.0,162.5,158.76016367131365,0,0
7.0,162.5,158.7834739251877,0,0
8.5,161.5,158.80678417906176,0,0
11.0,161.75,158.83009443293582,0,0
11.5,161.75,158.85340468680985,0,0
11.5,159.25,158.8767149406839,0,0
11.5,161.25,158.90002519455797,0,0
11.5,161.25,158.92333544843203,0,0
11.5,163.75,158.94664570230606,0,0
13.0,162.25,158.96995595618012,0,0
14.0,162.25,158.99326621005417,0,0
15.5,161.75,159.01657646392823,0,0
16.0,159.25,159.03178830039374,0,0
16.0,159.25,159.0109755737205,0,0
16.0,160.25,158.99016284704723,0,0
15.0,160.25,158.96935012037397,0,0
13.0,160.25,158.94853739370072,0,0
11.5,160.75,158.92772466702746,0,0
11.5,160.0,158.90691194035418,0,0
11.0,160.0,158.88609921368092,0,0
10.5,161.5,158.86528648700767,0,0
10.0,159.0,158.8444737603344,0,0
10.0,159.0,158.82366103366115,0,0
8.5,158.25,158.8028483069879,0,0
8.0,158.0,158.7820355803146,0,0
7.0,158.0,158.76122285364136,0,0
6.5,159.5,158.7404101269681,0,0
5.5,157.25,158.71959740029484,0,0
5.5,157.25,158.6987846736216,0,0
5.5,158.5,158.67797194694833,0,0
5.5,159.5,158.65715922027505,0,0
6.0,159.5,158.6363464936018,0,0
6.0,158.5,158.61553376692854,0,0
6.0,159.25,158.59472104025528,0,0
5.5,159.25,158.57390831358202,0,0
5.5,158.25,158.55309558690877,0,0
5.0,157.75,158.5322828602355,0,0
5.5,157.75,158.51147013356223,0,0
6.0,160.0,158.49065740688897,0,0
6.5,160.0,158.46984468021572,0,0
7.0,159.0,158.44903195354246,0,0
7.0,159.5,158.4282192268692,0,0
9.0,159.5,158.40740650019595,0,0
10.0,159.75,158.38659377352266,0,0
10.0,158.0,158.3657810468494,0,0
10.5,158.0,158.34496832017615,0,0
11.5,159.0,158.3241555935029,0,0
12.5,159.5,158.30334286682964,0,0
13.0,159.5,158.28253014015638,0,0
13.5,160.25,158.2617174134831,0,0
13.5,160.25,158.24090468680984,0,0
13.5,160.25,158.22009196013659,0,0
14.0,160.0,158.19927923346333,0,0
14.0,160.5,158.17846650679007,0,0
14.0,160.5,158.15765378011682,0,0
14.5,161.0,158.13684105344356,0,0
15.0,161.75,158.11602832677028,0,0
15.0,161.75,158.09521560009702,0,0
14.5,161.0,158.07440287342376,0,0
14.5,161.0,158.0535901467505,0,0
14.0,161.75,158.03277742007725,0,0
14.5,161.75,158.011964693404,0,0
14.5,161.5,157.9911519667307,0,0
15.0,159.75,157.97033924005746,0,0
16.0,159.75,157.9495265133842,0,0
16.0,160.5,157.92871378671094,0,0
15.5,158.0,157.9079010600377,0,0
15.5,158.0,157.88708833336443,0,0
15.0,158.0,157.86627560669115,0,0
15.5,158.0,157.8454628800179,0,0
15.5,157.0,157.82465015334463,0,0
16.0,157.5,157.80383742667138,0,0
16.0,157.5,157.78302469999812,0,0
16.0,159.25,157.76221197332487,0,0
16.0,155.75,157.7413992466516,0,0
16.0,155.75,157.72058651997833,0,0
16.0,157.75,157.69977379330507,0,0
16.0,159.5,157.6789610666318,0,0
16.0,159.5,157.65814833995856,0,0
16.0,160.25,157.6373356132853,0,0
16.0,162.25,157.61652288661205,0,0
16.0,162.25,157.59571015993876,0,0
17.0,161.75,157.5748974332655,0,0
17.0,161.25,157.55408470659225,0,0
17.0,161.25,157.533271979919,0,0
17.0,162.25,157.51245925324574,0,0
17.0,162.5,157.49164652657248,0,0
17.0,162.5,157.4708337998992,0,0
17.0,161.25,157.45002107322594,0,0
17.0,158.5,157.42920834655268,0,0
17.0,160.75,157.40839561987943,0,0
17.5,160.75,157.38758289320617,0,0
18.0,158.5,157.36677016653292,0,0
18.5,158.5,157.34595743985966,0,0
18.5,158.25,157.32514471318638,0,0
18.5,158.75,157.30433198651312,0,0
18.0,158.75,157.28351925983986,0,0
18.0,157.0,157.2627065331666,0,0
18.5,157.5,157.24189380649335,0,0
18.5,157.5,157.2210810798201,0,0
19.0,157.25,157.2002683531468,0,0
19.5,154.5,157.17945562647355,0,0
20.0,154.5,157.1586428998003,0,0
20.0,154.25,157.13783017312704,0,0
20.0,152.25,157.1170174464538,0,0
19.5,152.25,157.09620471978053,0,0
19.5,151.0,157.07539199310725,0,0
19.5,151.5,157.054579266434,0,0
20.0,151.5,157.03376653976073,0,0
20.5,152.25,157.01295381308748,0,0
21.0,152.25,156.99214108641422,0,0
21.5,154.5,156.97132835974097,0,0
21.0,154.5,156.9505156330677,0,0
20.5,154.5,156.92970290639443,0,0
20.5,153.0,156.90889017972117,0,0
20.5,154.5,156.8880774530479,0,0
21.0,154.5,156.86726472637466,0,0
22.0,152.5,156.8464519997014,0,0
22.5,152.75,156.82563927302814,0,0
23.0,152.75,156.80870869961305,0,0
23.0,153.25,156.80324962376432,0,0
24.5,153.25,156.79779054791558,0,0
24.0,148.75,156.79233147206688,0,0
24.0,149.25,156.78687239621814,0,0
24.5,149.25,156.7814133203694,0,0
26.0,139.0,156.7759542445207,0,0
26.0,139.0,156.77049516867197,0,0
26.5,140.5,156.76503609282324,0,0
27.0,142.0,156.75957701697453,0,0
27.0,142.0,156.7541179411258,0,0
27.0,144.25,156.74865886527706,0,0
27.5,144.25,156.74319978942836,0,0
27.0,142.75,156.73774071357963,0,0
27.5,146.0,156.7322816377309,0,0
28.0,146.0,156.7268225618822,0,0
29.0,146.5,156.72136348603345,0,0
29.0,146.5,156.71590441018472,0,0
28.5,142.0,156.71044533433601,0,0
29.0,143.25,156.70498625848728,0,0
28.0,143.25,156.69952718263855,0,0
27.5,140.75,156.69406810678984,0,0
26.0,140.75,156.6886090309411,0,0
24.5,145.0,156.68314995509238,0,0
24.5,149.25,156.67769087924367,0,0
23.0,149.25,156.67223180339494,0,0
19.5,148.5,156.6667727275462,0,0
17.5,152.25,156.6613136516975,0,0
17.5,152.25,156.65585457584876,0,0
20.0,155.25,156.65039550000003,0,0
21.5,155.25,156.64493642415133,0,0
23.5,160.0,156.6394773483026,0,0
23.0,161.0,156.63401827245386,0,0
24.5,163.75,156.62855919660515,0,0
29.0,163.75,156.62310012075642,0,0
30.5,163.25,156.61764104490769,0,0
32.0,161.0,156.61218196905898,0,0
33.0,161.0,156.60672289321025,0,0
36.5,147.75,156.6012638173615,0,0
36.5,147.75,156.5958047415128,0,0
38.0,136.25,156.59034566566407,0,0
42.0,136.25,156.58488658981534,0,0
36.5,119.75,156.57942751396664,0,0
39.5,119.75,156.5739684381179,0,0
42.5,105.5,156.56850936226917,0,0
45.0,105.5,156.56305028642046,0,0
48.5,105.25,156.55759121057173,0,200
47.5,105.25,156.552132134723,0,200
47.5,105.25,156.5466730588743,0,200
47.0,110.25,156.54121398302556,0,200
48.0,110.25,156.53575490717682,0,200
49.5,115.25,156.53029583132812,0,200
51.5,115.25,156.52483675547938,0,200
52.5,120.0,156.51937767963065,0,200
53.0,120.0,156.51391860378195,0,200
53.0,122.0,156.5084595279332,0,200
52.5,126.25,156.50300045208448,0,200
51.0,126.25,156.49754137623577,0,200
49.5,129.75,156.49208230038704,0,200
52.0,129.75,156.4866232245383,0,200
53.0,134.5,156.4811641486896,0,200
55.5,134.5,156.47570507284087,0,200
53.0,134.5,156.47024599699213,0,200
52.5,134.5,156.46478692114343,0,200
54.5,139.75,156.4593278452947,0,200
53.0,138.5,156.45386876944596,0,200
56.5,138.5,156.44840969359726,0,200
58.5,140.25,156.44295061774852,0,200
57.5,140.25,156.4374915418998,0,200
58.0,138.5,156.43203246605108,0,200
60.5,142.0,156.42657339020235,0,200
63.0,142.0,156.42111431435362,0,200
64.0,141.25,156.4156552385049,0,200
63.5,141.25,156.41019616265618,0,200
59.0,141.75,156.40473708680744,0,200
59.0,141.75,156.39927801095874,0,200
57.5,141.25,156.39381893511,0,200
57.0,140.5,156.38835985926127,0,200
56.0,140.5,156.38290078341257,0,200
53.5,139.75,156.37744170756383,0,200
52.5,139.75,156.3719826317151,0,200
50.5,139.5,156.36652355586637,0,200
47.0,133.75,156.36106448001766,0,200
45.5,133.75,156.35560540416893,0,200
43.5,133.5,156.3501463283202,0,200
43.5,133.5,156.3446872524715,0,200
43.5,131.75,156.33922817662275,0,200
41.5,131.75,156.33376910077402,0,200
39.5,128.5,156.32831002492532,0,200
38.5,128.5,156.32285094907658,0,200
38.0,127.25,156.31739187322785,0,200
38.0,127.25,156.31193279737914,0,200
40.5,130.5,156.3064737215304,0,200
42.5,131.25,156.30101464568168,0,200
42.5,131.25,156.29555556983297,0,200
44.0,125.25,156.29009649398424,0,200
43.0,125.25,156.2846374181355,0,200
42.5,122.75,156.2791783422868,0,200
42.0,122.75,156.27371926643806,0,200
42.0,120.5,156.26826019058933,0,200
43.0,120.5,156.26280111474063,0,200
44.0,121.5,156.2573420388919,0,200
45.5,121.5,156.25188296304316,0,200
47.0,126.25,156.24642388719445,0,200
48.5,126.25,156.24096481134572,0,200
50.0,129.0,156.235505735497,0,200
47.0,129.0,156.23004665964828,0,200
45.5,122.5,156.22458758379955,0,200
44.5,122.5,156.2191285079508,0,200
44.5,120.0,156.2136694321021,0,200
44.5,120.0,156.20821035625337,0,200
45.5,117.25,156.20275128040464,0,200
45.5,117.25,156.19729220455594,0,200
44.5,120.75,156.1918331287072,0,200
45.0,120.75,156.18637405285847,0,200
45.5,122.5,156.18091497700976,0,200
47.0,122.5,156.17545590116103,0,200
47.0,124.5,156.1699968253123,0,200
45.5,124.5,156.1645377494636,0,200
45.0,120.0,156.15907867361486,0,200
45.5,120.0,156.15361959776612,0,200
46.0,121.25,156.14816052191742,0,200
47.0,121.25,156.14270144606868,0,200
47.0,120.0,156.13724237021995,0,200
45.5,120.0,156.13178329437125,0,200
45.0,119.75,156.1263242185225,0,200
45.0,119.75,156.12086514267378,0,200
45.5,123.5,156.11540606682507,0,200
45.0,123.5,156.10994699097634,0,200
42.5,124.0,156.1044879151276,0,200
41.5,124.0,156.0990288392789,0,200
40.5,117.75,156.09356976343017,0,200
41.0,117.75,156.08811068758143,0,200
42.5,120.25,156.08265161173273,0,200
44.0,120.25,156.077192535884,0,200
45.5,119.25,156.07173346003526,0,200
45.0,119.25,156.06627438418656,0,200
43.5,113.0,156.06081530833782,0,200
42.0,113.0,156.0553562324891,0,200
41.0,114.0,156.04989715664038,0,200
41.0,114.0,156.04443808079165,0,200
40.0,113.25,156.03897900494292,0,200
40.5,113.25,156.0335199290942,0,200
41.0,108.75,156.02806085324548,0,200
42.5,108.75,156.02260177739674,0,200
42.5,108.75,156.01714270154804,0,200
40.5,103.25,156.0116836256993,0,200
38.5,103.25,156.00622454985057,0,200
37.0,98.75,156.00076547400187,0,200
36.5,98.75,155.99530639815313,0,200
35.5,107.5,155.9898473223044,0,200
35.5,107.5,155.9843882464557,0,200
36.0,107.5,155.97892917060696,0,200
37.0,110.0,155.97347009475823,0,200
38.0,110.0,155.96801101890952,0,200
36.5,100.0,155.9625519430608,0,200
